"","IH00C1_hpfc","T00C1_hpfc","TF00C1_hpfc","TY00Y_hpfc"
"2019-09-24",6.1958615651982,0.101034508925425,0.0474561294536189,1.38041797027453
"2019-09-25",-3.76144374243665,0.212204352726715,0.094964910290922,0.65524270685617
"2019-09-26",-2.09425756113815,-0.0867457678593402,-0.0526687739156779,0.961537635385912
"2019-09-27",-1.00232632206954,-0.265824788763924,-0.170450293548441,0.986885882883902
"2019-09-30",-48.2853955907639,-0.0850416100611696,-0.0383849972187326,0.965570178910241
"2019-10-08",-17.5432105183817,0.165594978056014,0.0735218369193952,2.10720701309771
"2019-10-09",-20.3754962968304,0.116076220547291,0.0402649465784544,1.85271596157106
"2019-10-10",-3.78197086643723,-0.0286067060772954,-0.0381609609193017,1.28570070743382
"2019-10-11",45.6376562549516,-0.278462673290187,-0.171761194896498,0.390637499800083
"2019-10-14",71.8836771127847,-0.218500540737453,-0.170541048900469,0.651802056328033
"2019-10-15",75.7563648877675,-0.243729052960885,-0.169505745480443,0.194269933201466
"2019-10-16",63.6559630467053,-0.29415686418249,-0.188660436690459,0.377416417175399
"2019-10-17",74.3826837418604,-0.0897925278768866,-0.103010204516966,0.341616714701488
"2019-10-18",37.9367128126085,-0.37064447592569,-0.237560052962675,0.430845876222798
"2019-10-21",27.5182053515066,-0.636721103094004,-0.367314943449607,-0.0269211890287373
"2019-10-22",30.3273007696696,-0.673030650937569,-0.402279739202553,0.0932902500852324
"2019-10-23",10.9641271032994,-0.569581097816983,-0.357459151612318,0.182154935830446
"2019-10-24",22.0287998523844,-0.621380143889726,-0.357857725783767,0.145847571910866
"2019-10-25",30.5214299849274,-0.783435253870148,-0.43347985906254,-0.234457213265851
"2019-10-28",41.6421193630009,-1.06075363562024,-0.549329800870588,-0.614984851579083
"2019-10-29",32.5909572324198,-1.07334217316145,-0.570411621446328,-0.542560677993455
"2019-10-30",12.5680156257719,-1.39620731204022,-0.761729163957028,-0.486109773262398
"2019-10-31",18.9733531038573,-1.03435505412803,-0.603286035785579,0.507543006132164
"2019-11-01",68.2070230324739,-1.03279082416075,-0.570085529446044,0.11027300464756
"2019-11-04",83.0690709344793,-1.13151961931251,-0.642130688078737,-0.302944643057806
"2019-11-05",99.3595141386887,-0.765546009844291,-0.474424319173368,-0.950934847907033
"2019-11-06",93.0783356366148,-0.719874098292299,-0.466968964787924,-0.58372239559973
"2019-11-07",95.8254773483975,-0.779507670745868,-0.474766970873425,-1.56063167875474
"2019-11-08",75.4008427194102,-0.949450215727577,-0.557820490354023,-1.58488684870628
"2019-11-11",33.8042955846272,-0.649704899543447,-0.421131479904636,-1.5940114116833
"2019-11-12",35.4356686113702,-0.785274496034412,-0.499701665619816,-1.55672821878837
"2019-11-13",33.89478049353,-0.671161510479709,-0.438532599515031,-1.1449594622229
"2019-11-14",29.9814352774051,-0.772368123557792,-0.502625627048927,-0.780526690699918
"2019-11-15",21.895422998531,-0.673896238516158,-0.441981912408829,-0.932350979651378
"2019-11-18",47.036521299392,-0.305747439336211,-0.271602412016828,-0.86605308187255
"2019-11-19",66.804498771648,-0.212923031436948,-0.196487899597465,-0.706553364761517
"2019-11-20",32.999104564015,-0.610424193854648,-0.171639036605628,-0.453871837723673
"2019-11-21",12.4200602109257,-0.578252017611831,-0.127056403275676,-0.748828218105614
"2019-11-22",-16.732926393552,-0.626407341405217,-0.482740508893583,-0.809942035638962
"2019-11-25",14.1398475104349,-0.874890764906597,-0.628691810225623,-0.73113251052291
"2019-11-26",10.6380915995389,-0.743702628855288,-0.56491056449218,-0.653118528157146
"2019-11-27",11.3615097056118,-0.817842912345722,-0.601396769038209,-0.88821867172194
"2019-11-28",0.109801263173726,-0.83231128705648,-0.633150187696673,-1.01465125442328
"2019-11-29",-37.1173389896669,-0.852107086602834,-0.625170335707599,-1.00133422231434
"2019-12-02",-31.3202163602806,-1.2022293005545,-0.797456466592075,-1.37928510203146
"2019-12-03",-20.4991208130783,-1.11767656625629,-0.740007575451555,-0.539321006299988
"2019-12-04",-25.2543293660524,-1.05344702409878,-0.682822327750116,-1.012658477705
"2019-12-05",-7.58611056362839,-1.0645383524702,-0.695899083063075,-1.37741383589732
"2019-12-06",9.90527748886723,-1.25594779430569,-0.834235918714301,-1.66490298193521
"2019-12-09",7.81957982191694,-1.33767215250362,-0.862830624371173,-1.57824124750823
"2019-12-10",10.9565373715479,-1.18970771080376,-0.791680644860453,-1.80494327610598
"2019-12-11",25.1158878414886,-1.1120502000067,-0.745783068350885,-1.47002305883198
"2019-12-12",14.4973644064357,-1.10469485913436,-0.745134655761217,-2.30789384070302
"2019-12-13",82.5006898592558,-1.32263646753285,-0.849731859733991,-1.80286825908484
"2019-12-16",76.725581000161,-1.34086934791226,-0.869570824902865,-2.26755799735209
"2019-12-17",114.971720526879,-1.59938727625681,-1.02464734465661,-2.37377399364752
"2019-12-18",107.038759421907,-1.69818347428955,-1.06995685293848,-2.6997262487966
"2019-12-19",99.7263011430188,-1.61725050261072,-1.01549436014324,-2.79212378240035
"2019-12-20",99.0339049024898,-1.30158021986096,-0.846254434389023,-2.77617449810378
"2019-12-23",77.1610886897155,-1.24116381617449,-0.782231224029247,-2.93308514540047
"2019-12-24",85.5073295575275,-1.20599194366341,-0.783418527609678,-2.74716132622289
"2019-12-25",80.2720726634204,-1.14605474139333,-0.734809820333804,NA
"2019-12-26",102.254727819566,-1.05634184992164,-0.701398253570246,-2.73410743008447
"2019-12-27",113.054671656914,-1.1318424360725,-0.753176674947431,-2.59702671093518
"2019-12-30",154.271238538495,-1.15254523002038,-0.76513764216391,-2.66412129255357
"2019-12-31",162.303716094989,-1.24343849408237,-0.787273401585322,-3.04459222520949
"2020-01-02",185.751328187589,-1.38951001415877,-0.899575883300372,-2.73853945793461
"2020-01-03",170.013231587642,-1.4557470621633,-1.01203669197028,-2.04286168124654
"2020-01-06",149.088506284369,-1.2771363356415,-0.884647060407557,-2.20755645366234
"2020-01-07",165.17616199039,-1.47866393039203,-0.972397803089712,-2.3263204892629
"2020-01-08",139.475146791102,-1.40031541429626,-0.925279368817127,-2.8054495896138
"2020-01-09",161.58434049471,-1.30707574401594,-0.813281804439487,-2.78543859467249
"2020-01-10",166.502565256001,-1.00392929737825,-0.676394774333326,-2.59458118473583
"2020-01-13",189.628576437333,-1.09085991191813,-0.739607606697332,-2.87346988871346
"2020-01-14",184.561060575559,-1.17785101018641,-0.812909350135327,-2.63759616301958
"2020-01-15",152.898625822715,-1.11988556381633,-0.796288747527588,-2.51205027628973
"2020-01-16",147.439804040719,-1.22194605756484,-0.859734205730431,-2.80932140688594
"2020-01-17",149.383063889346,-1.07901451327329,-0.76323380244606,-2.87309769478635
"2020-01-20",178.926813082684,-0.811072447679585,-0.551775259997267,-2.95336611871241
"2020-01-21",124.269397585868,-0.588100931500494,-0.505345985216678,-2.59701246975976
"2020-01-22",125.209089402878,-0.650080700188009,-0.59893315685525,-2.67912131822187
"2020-01-23",34.9441091697326,-0.116992246096849,-0.357523744774183,-2.44947616089155
"2020-02-03",-244.92737423396,1.13618420713549,0.268895528740149,-1.27045687971047
"2020-02-04",-112.007206373089,0.924468484231267,0.175338089187438,-1.9218749896229
"2020-02-05",-97.2971315694073,0.977879940260206,0.161817250916626,-2.38655269619116
"2020-02-06",-43.3988478453575,0.996437548153489,0.218346255798976,-2.42986607244054
"2020-02-07",-45.3140130047212,1.24015987662669,0.339938278817012,-2.0675902048926
"2020-02-10",-53.6442669119191,1.1140650825072,0.316606404697815,-2.00279917565826
"2020-02-11",-17.1912307003343,0.738170809991259,0.173363577651532,-2.32916621218979
"2020-02-12",-3.35650332903845,0.697494242764641,0.195222611015987,-2.65606371406387
"2020-02-13",-13.1416766508819,0.827052259382999,0.217196246467337,-2.63966311807319
"2020-02-14",7.65165886863342,0.321861450086888,-0.0407028550152979,-2.46753476310191
"2020-02-17",63.6219181963645,0.191938063245609,-0.108462122233067,-2.54584789690109
"2020-02-18",37.16751313625,0.527298214184639,0.0439310328385005,-2.43707074724385
"2020-02-19",41.2868291934218,-0.042042061111594,-0.00351075694350889,-2.60997048955158
"2020-02-20",91.3782365094923,-0.281066944620258,-0.130774876880463,-2.28311329185858
"2020-02-21",90.2400881597999,0.0402393990588515,-0.432848710823109,-2.01916424334214
"2020-02-24",44.6706994475112,0.25689292150725,-0.304719588564519,-1.19288748943314
"2020-02-25",33.8683483742819,0.213909557674206,-0.32137466097583,-1.11694634092031
"2020-02-26",32.831294476598,0.176305136318835,-0.337800952969052,-1.04110361550115
"2020-02-27",33.5577832911635,0.344095397779388,-0.233985356613181,-0.418621669171841
"2020-02-28",-54.5539532164423,0.807296009515728,-0.0199146243441237,0.344337572421032
"2020-03-02",30.4943030479467,0.605922496753983,-0.135575411876657,0.138512356672668
"2020-03-03",41.7007927288328,0.449990051014808,-0.200954366695064,1.51084078864283
"2020-03-04",76.4637438657387,0.854513613355589,0.0689619197594415,0.992460916135968
"2020-03-05",141.781367260543,0.779507938825982,0.0841869391106295,1.95841016243561
"2020-03-06",88.0518421082472,1.07498742925435,0.269734154476925,2.86202554058193
"2020-03-09",-13.3267110029423,1.51096616425155,0.460616994177546,4.26574325408711
"2020-03-10",50.6437921181947,0.7574577790727,-0.00815122496668277,2.3726983234167
"2020-03-11",9.96144117151783,1.06947528439975,0.168442623465275,2.30792400575006
"2020-03-12",-25.9756950773104,0.83703137781035,0.0554116692637198,3.04025257748789
"2020-03-13",-71.1695519801486,0.500138314805,-0.112231027407795,1.13221536102861
"2020-03-16",-202.42205415146,0.553808004890771,-0.119472429291555,2.89624242205173
"2020-03-17",-204.535096787246,0.0930521508360468,-0.336299452737803,0.0200633582257158
"2020-03-18",-270.910491410437,0.482882226489523,-0.162698964711303,-0.887193429972861
"2020-03-19",-301.749964997036,0.0933096672321665,-0.29865769316597,-0.293999550359166
"2020-03-20",-263.055132539939,0.254345708844492,-0.174162298799453,1.94017375598085
"2020-03-23",-331.027484300514,0.746001548532706,0.115800681141905,2.56535536948871
"2020-03-24",-249.468401803811,0.778288278369552,0.231244781402649,1.70667336861601
"2020-03-25",-198.179129741361,0.961216682059221,0.342183488862222,1.53585477140029
"2020-03-26",-204.560809684577,1.14979722159545,0.438630194811344,1.5843258904074
"2020-03-27",-184.614501285412,0.91903996164036,0.280598149095278,2.88331240334536
"2020-03-30",-188.341179638818,0.973954491577556,0.51310042024848,2.49533933302318
"2020-03-31",-205.741743527358,1.27455002089761,0.666149960817655,2.79543051040488
"2020-04-01",-205.617013881167,1.47083535649545,0.679759511252917,3.20550873498215
"2020-04-02",-163.967726584677,1.20281877842005,0.513941536644963,2.91309565072829
"2020-04-03",-182.794532528803,0.825507958734484,0.383708221098503,2.85561157658815
"2020-04-07",-135.498014826723,1.62391007230547,1.36907153627868,1.7583057374035
"2020-04-08",-146.078681031697,1.98803195276889,1.79004329523885,1.34341893614474
"2020-04-09",-139.73698268728,1.68787976250059,1.66663474511316,1.67933152615271
"2020-04-10",-137.073310954364,1.4984588421038,1.37885639310604,NA
"2020-04-13",-151.48799923198,1.52977383448026,1.4517180574984,1.34395925469248
"2020-04-14",-108.181324258933,1.51182876312969,1.58022898661031,1.54071717486083
"2020-04-15",-125.953500154479,1.7246270192038,1.79939782867963,2.45681978421615
"2020-04-16",-119.004696320305,1.88317136892786,1.77923257873964,2.28008094344816
"2020-04-17",-72.3350300938613,1.60246386563153,1.62974048802454,2.13521349769045
"2020-04-20",-103.944569620958,1.41750578421956,1.68592807230826,2.33502934958678
"2020-04-21",-143.833353146925,1.47329773720297,1.99780117369328,2.41053951916853
"2020-04-22",-122.201375950742,1.73983975115165,2.31536493738761,1.98685406125952
"2020-04-23",-129.648573856278,2.38213124363464,2.47362368278779,1.97028203426608
"2020-04-24",-139.17483217446,2.6151709130391,2.51258077221518,1.84513167530588
"2020-04-27",-115.379982624558,2.40895647307813,2.4872385454896,1.3927104070622
"2020-04-28",-98.8637993966215,2.56848455645455,2.74759830383421,1.69102488951625
"2020-04-29",-81.2260089871444,2.78375080010891,3.15866032034604,1.59968120695705
"2020-04-30",-52.0662970265647,2.25974977927149,2.95042373237805,1.46228474467189
"2020-05-06",-60.9843155694904,1.96147491848181,2.7328863716166,0.95235629536905
"2020-05-07",-68.3796951484995,1.43891870819155,2.22604485016371,1.5067545109917
"2020-05-08",-50.0520410877414,1.48207282805568,2.30989465045651,1.1401194568925
"2020-05-11",-50.8009304458966,0.985928362937995,1.88943033477321,0.930552482403836
"2020-05-12",-55.2259195922041,1.25547578507475,2.00464551057561,1.206354465575
"2020-05-13",-56.5265438967199,1.02570515915859,2.05553300430876,1.31102589980056
"2020-05-14",-88.9023159015222,1.0766060309184,2.17208481377983,1.43226677982024
"2020-05-15",-145.552724782807,0.513167522096396,1.61429208712118,1.30437655844644
"2020-05-18",-119.877222968114,0.0153783094125823,1.17714507461365,0.646054096451903
"2020-05-19",-102.075202719265,0.118226857459816,0.975633359252699,0.926097715428982
"2020-05-20",-103.946006745821,0.361701624476522,0.814746037448393,0.910205469921868
"2020-05-21",-120.088935563229,0.485791019831067,0.829471802327067,0.863875031658502
"2020-05-22",-198.70324672029,1.18548330337917,1.50479901022862,0.943403696127934
"2020-05-25",-182.188148125589,0.690766534168663,0.925715674625339,0.92998840172778
"2020-05-26",-169.942765551956,0.286628281217639,0.507209186962439,0.636225696888398
"2020-05-27",-182.966149462643,0.433055828009142,0.319266556034037,0.687111745621098
"2020-05-28",-175.657280073736,0.705036339544046,0.621874580974326,0.629342448947998
"2020-05-29",-179.815061970381,0.527556801817171,0.590019928944588,0.572513423865285
"2020-06-01",-119.638327127864,0.365603909388353,0.543689010048351,0.516520027226076
"2020-06-02",-104.925833193453,-0.120835861252631,-0.0621320095002188,0.305057379230329
"2020-06-03",-104.476288360586,-0.0267761847416441,0.097542811772991,-0.264879613433922
"2020-06-04",-111.28835745055,-0.277230685766967,-0.242300558976206,-0.865296170175069
"2020-06-05",-94.9606620984011,-0.517212977948467,-0.436676194910367,-1.43369740091009
"2020-06-08",-92.891777937101,-0.166736560310382,-0.165598069035146,-1.32938805788022
"2020-06-09",-78.0802413469296,-0.270814718080663,-0.159079973852477,-0.974172300690451
"2020-06-10",-95.5245503096953,-0.17446066756393,-0.177135633412018,-0.102653739433056
"2020-06-11",-135.423170532574,0.162312486876193,-0.0447787060064528,0.0665644184867309
"2020-06-12",-125.774528236518,0.399491712992976,0.152977223292246,-0.122720991907577
"2020-06-15",-179.376993664181,0.55206391144498,0.26611858792157,-0.280013163105816
"2020-06-16",-138.628885067888,-0.0499841822416934,-0.225368241915186,-0.405315236868664
"2020-06-17",-137.928446552763,-0.12166606074271,-0.376497006017844,-0.373530239212608
"2020-06-18",-127.073864920471,0.0320048039275031,-0.272281351027721,-0.231561028611482
"2020-06-19",-140.863269958467,0.0810149900468099,-0.26773476795774,-0.182610309135885
"2020-06-22",-146.294738926976,-0.16464893733658,-0.39287063527061,-0.320280689142452
"2020-06-23",-145.166290859066,-0.180000446662693,-0.3127022207578,-0.347874701499894
"2020-06-24",-116.275884315397,0.079947061687391,0.022757370185561,-0.155994746687525
"2020-06-29",-142.821417850787,0.150180261738057,0.0634951614233707,0.252566712965395
"2020-06-30",-134.800741956248,0.300685794466007,0.124498167411841,0.010020629205984
"2020-07-01",-61.2116480861141,0.261450238770453,0.0907533763616915,-0.184762375170737
"2020-07-02",21.9481280264122,0.312460049258343,0.19224772502049,-0.0194845304037489
"2020-07-03",99.4808759506774,0.0287015724640509,0.0839681126222843,-0.0253479903568193
"2020-07-06",380.988876183447,-0.974838974237144,-0.949098641066809,-0.186654900840665
"2020-07-07",315.67436810014,-0.91317538533303,-0.811965750988678,0.0120926028108356
"2020-07-08",347.339433590623,-1.32132105235272,-1.10464603976714,-0.19460753757803
"2020-07-09",351.586024057762,-1.39428898935501,-1.21215199439137,0.0838426148158031
"2020-07-10",253.015947328212,-1.23209166421816,-0.994495645234282,-0.168258922739513
"2020-07-13",292.230865897128,-1.39474096847688,-1.20668852161421,0.0335858323658345
"2020-07-14",250.032337673032,-1.12724828436954,-1.02374174176442,0.001674932293598
"2020-07-15",218.221799767986,-0.694624417604009,-0.595665925122649,-0.0293935846776519
"2020-07-16",55.2005859407195,-0.42187970792901,-0.397471267952162,0.0652783190374304
"2020-07-17",72.3699397458339,-0.479024207963877,-0.439167720292036,-0.0268113068247547
