"","IH00C1_hpft","T00C1_hpft","TF00C1_hpft","TY00Y_hpft"
"2019-10-25",2937.07857001507,98.4684352538702,99.9534798590625,129.750057213266
"2019-10-28",2937.157880637,98.4807536356202,99.9643298008706,129.771184851579
"2019-10-29",2937.20904276758,98.4933421731615,99.9754116214463,129.792560677993
"2019-10-30",2937.23198437423,98.5062073120402,99.986729163957,129.814209773262
"2019-10-31",2937.22664689614,98.519355054128,99.9982860357856,129.836156993868
"2019-11-01",2937.19297696753,98.5327908241608,100.010085529446,129.858426995352
"2019-11-04",2937.13092906552,98.5465196193125,100.022130688079,129.881044643058
"2019-11-05",2937.04048586131,98.5605460098443,100.034424319173,129.904034847907
"2019-11-06",2936.92166436339,98.5748740982923,100.046968964788,129.9274223956
"2019-11-07",2936.7745226516,98.5895076707459,100.059766970873,129.951231678755
"2019-11-08",2936.59915728059,98.6044502157276,100.072820490354,129.975486848706
"2019-11-11",2936.39570441537,98.6197048995434,100.086131479905,130.000211411683
"2019-11-12",2936.16433138863,98.6352744960344,100.09970166562,130.025428218788
"2019-11-13",2935.90521950647,98.6511615104797,100.113532599515,130.051159462223
"2019-11-14",2935.61856472259,98.6673681235578,100.127625627049,130.0774266907
"2019-11-15",2935.30457700147,98.6838962385162,100.141981912409,130.104250979651
"2019-11-18",2934.96347870061,98.7007474393362,100.156602412017,130.131653081873
"2019-11-19",2934.59550122835,98.7179230314369,100.171487899597,130.159653364762
"2019-11-20",2934.20089543598,98.7354241938546,100.186639036606,130.188271837724
"2019-11-21",2933.77993978907,98.7532520176118,100.202056403276,130.217528218106
"2019-11-22",2933.33292639355,98.7714073414052,100.217740508894,130.247442035639
"2019-11-25",2932.86015248957,98.7898907649066,100.233691810226,130.278032510523
"2019-11-26",2932.36190840046,98.8087026288553,100.249910564492,130.309318528157
"2019-11-27",2931.83849029439,98.8278429123457,100.266396769038,130.341318671722
"2019-11-28",2931.29019873683,98.8473112870565,100.283150187697,130.374051254423
"2019-11-29",2930.71733898967,98.8671070866028,100.300170335708,130.407534222314
"2019-12-02",2930.12021636028,98.8872293005545,100.317456466592,130.441785102031
"2019-12-03",2929.49912081308,98.9076765662563,100.335007575452,130.4768210063
"2019-12-04",2928.85432936605,98.9284470240988,100.35282232775,130.512658477705
"2019-12-05",2928.18611056363,98.9495383524702,100.370899083063,130.549313835897
"2019-12-06",2927.49472251113,98.9709477943057,100.389235918714,130.586802981935
"2019-12-09",2926.78042017808,98.9926721525036,100.407830624371,130.625141247508
"2019-12-10",2926.04346262845,99.0147077108038,100.42668064486,130.664343276106
"2019-12-11",2925.28411215851,99.0370502000067,100.445783068351,130.704423058832
"2019-12-12",2924.50263559356,99.0596948591344,100.465134655761,130.745393840703
"2019-12-13",2923.69931014074,99.0826364675329,100.484731859734,130.787268259085
"2019-12-16",2922.87441899984,99.1058693479123,100.504570824903,130.830057997352
"2019-12-17",2922.02827947312,99.1293872762568,100.524647344657,130.873773993648
"2019-12-18",2921.16124057809,99.1531834742895,100.544956852938,130.918426248797
"2019-12-19",2920.27369885698,99.1772505026107,100.565494360143,130.9640237824
"2019-12-20",2919.36609509751,99.201580219861,100.586254434389,131.010574498104
"2019-12-23",2918.43891131028,99.2261638161745,100.607231224029,131.0580851454
"2019-12-24",2917.49267044247,99.2509919436634,100.62841852761,131.106561326223
"2019-12-25",2916.52792733658,99.2760547413933,100.649809820334,NA
"2019-12-26",2915.54527218043,99.3013418499216,100.67139825357,131.156007430084
"2019-12-27",2914.54532834309,99.3268424360725,100.693176674947,131.206426710935
"2019-12-30",2913.52876146151,99.3525452300204,100.715137642164,131.257821292554
"2019-12-31",2912.49628390501,99.3784384940824,100.737273401585,131.31019222521
"2020-01-02",2911.44867181241,99.4045100141588,100.7595758833,131.363539457935
"2020-01-03",2910.38676841236,99.4307470621633,100.78203669197,131.417861681247
"2020-01-06",2909.31149371563,99.4571363356415,100.804647060408,131.473156453662
"2020-01-07",2908.22383800961,99.483663930392,100.82739780309,131.529420489263
"2020-01-08",2907.1248532089,99.5103154142963,100.850279368817,131.586649589614
"2020-01-09",2906.01565950529,99.537075744016,100.873281804439,131.644838594672
"2020-01-10",2904.897434744,99.5639292973783,100.896394774333,131.703981184736
"2020-01-13",2903.77142356267,99.5908599119181,100.919607606697,131.764069888713
"2020-01-14",2902.63893942444,99.6178510101864,100.942909350135,131.82509616302
"2020-01-15",2901.50137417728,99.6448855638163,100.966288747528,131.88705027629
"2020-01-16",2900.36019595928,99.6719460575649,100.98973420573,131.949921406886
"2020-01-17",2899.21693611065,99.6990145132733,101.013233802446,132.013697694786
"2020-01-20",2898.07318691732,99.7260724476796,101.036775259997,132.078366118712
"2020-01-21",2896.93060241413,99.7531009315005,101.060345985217,132.14391246976
"2020-01-22",2895.79091059712,99.780080700188,101.083933156855,132.210321318222
"2020-01-23",2894.65589083027,99.8069922460968,101.107523744774,132.277576160892
"2020-02-03",2893.52737423396,99.8338157928645,101.13110447126,132.77045687971
"2020-02-04",2892.40720637309,99.8605315157687,101.154661910813,132.843774989623
"2020-02-05",2891.29713156941,99.8871200597398,101.178182749083,132.917752696191
"2020-02-06",2890.19884784536,99.9135624518465,101.201653744201,132.992366072441
"2020-02-07",2889.11401300472,99.9398401233733,101.225061721183,133.067590204893
"2020-02-10",2888.04426691192,99.9659349174928,101.248393595302,133.143399175658
"2020-02-11",2886.99123070033,99.9918291900087,101.271636422348,133.21976621219
"2020-02-12",2885.95650332904,100.017505757235,101.294777388984,133.296663714064
"2020-02-13",2884.94167665088,100.042947740617,101.317803753533,133.374063118073
"2020-02-14",2883.94834113137,100.068138549913,101.340702855015,133.451934763102
"2020-02-17",2882.97808180364,100.093061936754,101.363462122233,133.530247896901
"2020-02-18",2882.03248686375,100.117701785815,101.386068967162,133.608970747244
"2020-02-19",2881.11317080658,100.142042061112,101.408510756944,133.688070489552
"2020-02-20",2880.22176349051,100.16606694462,101.43077487688,133.767513291859
"2020-02-21",2879.3599118402,100.189760600941,101.452848710823,133.847264243342
"2020-02-24",2878.52930055249,100.213107078493,101.474719588565,133.927287489433
"2020-02-25",2877.73165162572,100.236090442326,101.496374660976,134.00754634092
"2020-02-26",2876.9687055234,100.258694863681,101.517800952969,134.088003615501
"2020-02-27",2876.24221670884,100.280904602221,101.538985356613,134.168621669172
"2020-02-28",2875.55395321644,100.302703990484,101.559914624344,134.249362427579
"2020-03-02",2874.90569695205,100.324077503246,101.580575411877,134.330187643327
"2020-03-03",2874.29920727117,100.345009948985,101.600954366695,134.411059211357
"2020-03-04",2873.73625613426,100.365486386644,101.621038080241,134.491939083864
"2020-03-05",2873.21863273946,100.385492061174,101.640813060889,134.572789837564
"2020-03-06",2872.74815789175,100.405012570746,101.660265845523,134.653574459418
"2020-03-09",2872.32671100294,100.424033835748,101.679383005822,134.734256745913
"2020-03-10",2871.95620788181,100.442542220927,101.698151224967,134.814801676583
"2020-03-11",2871.63855882848,100.4605247156,101.716557376535,134.89517599425
"2020-03-12",2871.37569507731,100.47796862219,101.734588330736,134.975347422512
"2020-03-13",2871.16955198015,100.494861685195,101.752231027408,135.055284638971
"2020-03-16",2871.02205415146,100.511191995109,101.769472429292,135.134957577948
"2020-03-17",2870.93509678725,100.526947849164,101.786299452738,135.214336641774
"2020-03-18",2870.91049141044,100.54211777351,101.802698964711,135.293393429973
"2020-03-19",2870.94996499704,100.556690332768,101.818657693166,135.372099550359
"2020-03-20",2871.05513253994,100.570654291156,101.834162298799,135.450426244019
"2020-03-23",2871.22748430051,100.583998451467,101.849199318858,135.528344630511
"2020-03-24",2871.46840180381,100.59671172163,101.863755218597,135.605826631384
"2020-03-25",2871.77912974136,100.608783317941,101.877816511138,135.6828452286
"2020-03-26",2872.16080968458,100.620202778405,101.891369805189,135.759374109593
"2020-03-27",2872.61450128541,100.63096003836,101.904401850905,135.835387596655
"2020-03-30",2873.14117963882,100.641045508422,101.916899579752,135.910860666977
"2020-03-31",2873.74174352736,100.650449979102,101.928850039182,135.985769489595
"2020-04-01",2874.41701388117,100.659164643505,101.940240488747,136.060091265018
"2020-04-02",2875.16772658468,100.66718122158,101.951058463355,136.133804349272
"2020-04-03",2875.9945325288,100.674492041266,101.961291778901,136.206888423412
"2020-04-07",2876.89801482672,100.681089927695,101.970928463721,136.351094262596
"2020-04-08",2877.8786810317,100.686968047231,101.979956704761,136.422181063855
"2020-04-09",2878.93698268728,100.692120237499,101.988365254887,136.492568473847
"2020-04-10",2880.07331095436,100.696541157896,101.996143606894,NA
"2020-04-13",2881.28799923198,100.70022616552,102.003281942502,136.562240745308
"2020-04-14",2882.58132425893,100.70317123687,102.00977101339,136.631182825139
"2020-04-15",2883.95350015448,100.705372980796,102.01560217132,136.699380215784
"2020-04-16",2885.4046963203,100.706828631072,102.02076742126,136.766819056552
"2020-04-17",2886.93503009386,100.707536134368,102.025259511975,136.83348650231
"2020-04-20",2888.54456962096,100.70749421578,102.029071927692,136.899370650413
"2020-04-21",2890.23335314692,100.706702262797,102.032198826307,136.964460480831
"2020-04-22",2892.00137595074,100.705160248848,102.034635062612,137.02874593874
"2020-04-23",2893.84857385628,100.702868756365,102.036376317212,137.092217965734
"2020-04-24",2895.77483217446,100.699829086961,102.037419227785,137.154868324694
"2020-04-27",2897.77998262456,100.696043526922,102.03776145451,137.216689592938
"2020-04-28",2899.86379939662,100.691515443545,102.037401696166,137.277675110484
"2020-04-29",2902.02600898714,100.686249199891,102.036339679654,137.337818793043
"2020-04-30",2904.26629702656,100.680250220729,102.034576267622,137.397115255328
"2020-05-06",2906.58431556949,100.673525081518,102.032113628383,137.625743704631
"2020-05-07",2908.9796951485,100.666081291808,102.028955149836,137.680745489008
"2020-05-08",2911.45204108774,100.657927171944,102.025105349543,137.734880543107
"2020-05-11",2914.0009304459,100.649071637062,102.020569665227,137.788147517596
"2020-05-12",2916.6259195922,100.639524214925,102.015354489424,137.840545534425
"2020-05-13",2919.32654389672,100.629294840841,102.009466995691,137.892074100199
"2020-05-14",2922.10231590152,100.618393969082,102.00291518622,137.94273322018
"2020-05-15",2924.95272478281,100.606832477904,101.995707912879,137.992523441554
"2020-05-18",2927.87722296811,100.594621690587,101.987854925386,138.041445903548
"2020-05-19",2930.87520271926,100.58177314254,101.979366640747,138.089502284571
"2020-05-20",2933.94600674582,100.568298375523,101.970253962552,138.136694530078
"2020-05-21",2937.08893556323,100.554208980169,101.960528197673,138.183024968341
"2020-05-22",2940.30324672029,100.539516696621,101.950200989771,138.228496303872
"2020-05-25",2943.58814812559,100.524233465831,101.939284325375,138.273111598272
"2020-05-26",2946.94276555196,100.508371718782,101.927790813038,138.316874303112
"2020-05-27",2950.36614946264,100.491944171991,101.915733443966,138.359788254379
"2020-05-28",2953.85728007374,100.474963660456,101.903125419026,138.401857551052
"2020-05-29",2957.41506197038,100.457443198183,101.889980071055,138.443086576135
"2020-06-01",2961.03832712786,100.439396090612,101.876310989952,138.483479972774
"2020-06-02",2964.72583319345,100.420835861253,101.8621320095,138.52304262077
"2020-06-03",2968.47628836059,100.401776184742,101.847457188227,138.561779613434
"2020-06-04",2972.28835745055,100.382230685767,101.832300558976,138.599696170175
"2020-06-05",2976.1606620984,100.362212977948,101.81667619491,138.63679740091
"2020-06-08",2980.0917779371,100.34173656031,101.800598069035,138.67308805788
"2020-06-09",2984.08024134693,100.320814718081,101.784079973852,138.70857230069
"2020-06-10",2988.1245503097,100.299460667564,101.767135633412,138.743253739433
"2020-06-11",2992.22317053257,100.277687513124,101.749778706006,138.777135581513
"2020-06-12",2996.37452823652,100.255508287007,101.732022776708,138.810220991908
"2020-06-15",3000.57699366418,100.232936088555,101.713881412078,138.842513163106
"2020-06-16",3004.82888506789,100.209984182242,101.695368241915,138.874015236869
"2020-06-17",3009.12844655276,100.186666060743,101.676497006018,138.904730239213
"2020-06-18",3013.47386492047,100.162995196072,101.657281351028,138.934661028611
"2020-06-19",3017.86326995847,100.138985009953,101.637734767958,138.963810309136
"2020-06-22",3022.29473892698,100.114648937337,101.617870635271,138.992180689142
"2020-06-23",3026.76629085907,100.090000446663,101.597702220758,139.0197747015
"2020-06-24",3031.2758843154,100.065052938313,101.577242629814,139.046594746688
"2020-06-29",3035.82141785079,100.039819738262,101.556504838577,139.122433287035
"2020-06-30",3040.40074195625,100.014314205534,101.535501832588,139.146179370794
"2020-07-01",3045.01164808611,99.9885497612295,101.514246623638,139.169162375171
"2020-07-02",3049.65187197359,99.9625399507417,101.49275227498,139.191384530404
"2020-07-03",3054.31912404932,99.936298427536,101.471031887378,139.212847990357
"2020-07-06",3059.01112381655,99.9098389742371,101.449098641067,139.233554900841
"2020-07-07",3063.72563189986,99.883175385333,101.426965750989,139.253507397189
"2020-07-08",3068.46056640938,99.8563210523527,101.404646039767,139.272707537578
"2020-07-09",3073.21397594224,99.829288989355,101.382151994391,139.291157385184
"2020-07-10",3077.98405267179,99.8020916642182,101.359495645234,139.30885892274
"2020-07-13",3082.76913410287,99.7747409684769,101.336688521614,139.325814167634
"2020-07-14",3087.56766232697,99.7472482843695,101.313741741764,139.342025067706
"2020-07-15",3092.37820023201,99.719624417604,101.290665925123,139.357493584678
"2020-07-16",3097.19941405928,99.691879707929,101.267471267952,139.372221680963
"2020-07-17",3102.03006025417,99.6640242079639,101.244167720292,139.386211306825
"2020-07-20",3106.86891807976,99.6360677959395,101.220765067883,139.399464439512
"2020-07-21",3111.71479671396,99.6080201520774,101.197272914931,139.411983045188
"2020-07-22",3116.56657582538,99.579890794948,101.173700728917,139.423769105739
"2020-07-23",3121.42320257816,99.5516891509335,101.150057939181,139.434824658822
"2020-07-24",3126.2836924373,99.5234247249998,101.126354037603,139.445151786501
"2020-07-27",3131.14712401956,99.4951070648175,101.102598536708,139.454752643001
"2020-07-28",3136.0125834303,99.4667459088536,101.078801058001,139.463629431057
"2020-07-29",3140.87916795741,99.4383511443406,101.054971302517,139.47178433982
"2020-07-30",3145.74599125263,99.4099326722567,101.031118959388,139.479219657433
"2020-07-31",3150.61220959373,99.381500309523,101.007253666086,139.485937799934
"2020-08-03",3155.47701243224,99.3530637697487,100.983385003818,139.491941392186
"2020-08-04",3160.33962335816,99.3246325427081,100.959522437118,139.49723333611
"2020-08-05",3165.19931635957,99.2962160011686,100.935675412588,139.501816743639
"2020-08-06",3170.05542712276,99.267823462246,100.91185334809,139.50569508309
"2020-08-07",3174.90734052414,99.2394641164786,100.888065522732,139.508872048096
"2020-08-10",3179.75448837488,99.2111469982276,100.864321041245,139.511351594735
"2020-08-11",3184.59633476649,99.1828809581307,100.840628823148,139.513137862711
"2020-08-12",3189.43238481461,99.1546748690863,100.816997728304,139.514235135594
"2020-08-13",3194.26217017409,99.126537609002,100.793436527442,139.514647646306
"2020-08-14",3199.08524497316,99.0984781158576,100.769953913995,139.514379466871
"2020-08-17",3203.90117695522,99.0705054117354,100.746558528305,139.513434424297
"2020-08-18",3208.70957351098,99.0426286846911,100.723259023134,139.511816191087
